condition,clockArm,seed,N,clockImpaired,selectorHash,traceHash,kernelStateHash,nativeScheduleHash,scheduleHash,logicalHash,selectorAdmissible,physicalChangeCount,senderChangeCount,nonincidentSenderChangeCount,affectedCount,changedSlotCount,candidateProper,actualSubsetUnion,barrierClosed,motionAuthorized,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,dataStateSlotExact,kernelControlAttempts,physicalControlAttempts,kernelControlBytes,physicalControlBytes,kernelControlAirtime,physicalControlAirtime,kernelRecipientAttempts,physicalRecipientAttempts,kernelRecipientSuccess,physicalRecipientSuccess,kernelRecipientErasure,physicalRecipientErasure,prepareMapped,quietMapped,claimMapped,proofMapped,responseMapped,commitMapped,revokeMapped,kernelPrepareAttempts,kernelQuietAttempts,kernelClaimAttempts,kernelProofAttempts,kernelResponseAttempts,kernelCommitAttempts,kernelRevokeAttempts,piggybackRevoke,maxControlPacketBytes,nativeDataAttempts,physicalDataAttempts,dataRecipientAttempts,dataRecipientSuccess,dataRecipientCollision,dataRecipientPartitionExact,kernelCollisionFrames,physicalCollisionAttempts,physicalCollisionFrames,clockTimingConflictFree,clockEquationResidual,clockMinIntergroupGap,clockMaxIntragroupSkew,nativeControlAttempts,physicalFrameDuration,horizonSec,attemptBoundRatio,byteBoundRatio,futureRandomReads,receiverTruthReads
incomplete-union,affine-clock,16092044,5,1,46437,975743626,12446050,31610047,533730635,100642722,1,1,1,1,3,1,1,0,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,4,53,1,53,53,53,1,0,0.00266020172920634,0.000410472201209267,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
nominal-zero,zero-clock,16092045,5,0,49231,973354745,13717466,30517326,529780105,99063004,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,57,0,1,0,0,0,1,0,0.00290011600464002,0,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
nominal-zero,affine-clock,16092045,5,1,49231,973354745,13717466,30517326,536835826,99063004,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,57,0,1,0,0,0,1,0,0.00245278197287746,0.000341546271840312,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
iid20,zero-clock,16092045,5,0,49231,6096900256,13292135,29687481,540456671,96220446,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,18,18,856,856,0.027392,0.027392,72,72,58,58,14,14,1,3,8,0,4,2,0,1,3,8,0,4,2,0,1,72,282,282,56,56,0,1,0,0,0,1,0,0.00290011600464002,0,18,0.095553856074243,5.83323136445458,0.166666666666667,0.178780284043442,0,0
iid20,affine-clock,16092045,5,1,49231,6096900256,13292135,29687481,553488965,96220446,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,18,18,856,856,0.027392,0.027392,72,72,58,58,14,14,1,3,8,0,4,2,0,1,3,8,0,4,2,0,1,72,282,282,56,56,0,1,0,0,0,1,0,0.00245278197287746,0.000341546271840312,18,0.095553856074243,5.83323136445458,0.166666666666667,0.178780284043442,0,0
prepare-blackout,zero-clock,16092045,5,0,49231,973280855,12548200,7041860,266146164,22767710,1,2,2,2,4,2,1,1,0,0,0,0,0,3,1,0,1,24,24,768,768,0.024576,0.024576,96,96,88,88,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,48,132,132,60,60,0,1,0,0,0,1,0,0.00290011600464019,0,24,0.095553856074243,5.83323136445458,0.222222222222222,0.160401002506266,0,0
prepare-blackout,affine-clock,16092045,5,1,49231,973280855,12548200,7041860,264977041,22767710,1,2,2,2,4,2,1,1,0,0,0,0,0,3,1,0,1,24,24,768,768,0.024576,0.024576,96,96,88,88,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,48,132,132,60,60,0,1,0,0,0,1,0,0.0025247756942518,0.000341546271840312,24,0.095553856074243,5.83323136445458,0.222222222222222,0.160401002506266,0,0
quiescent-blackout,zero-clock,16092045,5,0,49231,973248455,12977868,3450606,216274272,8611428,1,2,2,2,4,2,1,1,0,0,0,0,0,4,1,0,1,32,32,960,960,0.03072,0.03072,128,128,120,120,8,8,8,24,0,0,0,0,0,8,24,0,0,0,0,0,1,48,76,76,4,4,0,1,0,0,0,1,0,0.00290011600464019,0,32,0.095553856074243,5.83323136445458,0.296296296296296,0.200501253132832,0,0
quiescent-blackout,affine-clock,16092045,5,1,49231,973248455,12977868,3450606,227494545,8611428,1,2,2,2,4,2,1,1,0,0,0,0,0,4,1,0,1,32,32,960,960,0.03072,0.03072,128,128,120,120,8,8,8,24,0,0,0,0,0,8,24,0,0,0,0,0,1,48,76,76,4,4,0,1,0,0,0,1,0,0.0025247756942518,0.000341546271840312,32,0.095553856074243,5.83323136445458,0.296296296296296,0.200501253132832,0,0
response-blackout,zero-clock,16092045,5,0,49231,825072548,13159495,3608260,381861563,11435990,1,2,2,2,4,2,1,1,1,1,0,0,0,4,0,0,1,74,74,3780,3780,0.12096,0.12096,296,296,296,296,0,0,1,3,40,0,30,0,0,1,3,40,0,30,0,0,1,72,76,76,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.00290011600464019,0,74,0.095553856074243,5.83323136445458,0.685185185185185,0.789473684210526,0,0
response-blackout,affine-clock,16092045,5,1,49231,825072548,13159495,3608260,397739870,11435990,1,2,2,2,4,2,1,1,1,1,0,0,0,4,0,0,1,74,74,3780,3780,0.12096,0.12096,296,296,296,296,0,0,1,3,40,0,30,0,0,1,3,40,0,30,0,0,1,72,76,76,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.0025247756942518,0.000341546271840312,74,0.095553856074243,5.83323136445458,0.685185185185185,0.789473684210526,0,0
commit-blackout,zero-clock,16092045,5,0,49231,971772275,12901173,6677509,245319960,21036999,1,2,2,2,4,2,1,1,1,1,1,0,1,3,0,1,1,17,17,654,654,0.020928,0.020928,68,68,50,50,18,18,1,3,4,0,3,6,0,1,3,4,0,3,6,0,1,72,129,129,4,4,0,1,0,0,0,1,0,0.00290011600464002,0,17,0.095553856074243,5.83323136445458,0.157407407407407,0.136591478696742,0,0
commit-blackout,affine-clock,16092045,5,1,49231,971772275,12901173,6677509,247694743,21036999,1,2,2,2,4,2,1,1,1,1,1,0,1,3,0,1,1,17,17,654,654,0.020928,0.020928,68,68,50,50,18,18,1,3,4,0,3,6,0,1,3,4,0,3,6,0,1,72,129,129,4,4,0,1,0,0,0,1,0,0.00245278197287746,0.000341546271840312,17,0.095553856074243,5.83323136445458,0.157407407407407,0.136591478696742,0,0
incomplete-union,zero-clock,16092045,5,0,49231,973486565,13717466,31544292,530514880,99215644,1,2,2,2,4,2,1,0,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,4,53,1,53,53,53,1,0,0.00290011600464002,0,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
incomplete-union,affine-clock,16092045,5,1,49231,973486565,13717466,31544292,537570601,99215644,1,2,2,2,4,2,1,0,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,4,53,1,53,53,53,1,0,0.00245278197287746,0.000341546271840312,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
nominal-zero,zero-clock,16092046,5,0,46437,975633406,12446050,31515142,518446960,100488492,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,57,0,1,0,0,0,1,0,0.00290011600464002,0,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
nominal-zero,affine-clock,16092046,5,1,46437,975633406,12446050,31515142,527131890,100488492,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,57,0,1,0,0,0,1,0,0.00276683012689471,0.000213910748439225,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
iid20,zero-clock,16092046,5,0,46437,6092532646,12496527,30816230,532537640,99370648,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,10,10,416,416,0.013312,0.013312,40,40,37,37,3,3,1,2,3,0,2,2,0,1,2,3,0,2,2,0,1,72,289,289,56,56,0,1,0,0,0,1,0,0.00290011600464002,0,10,0.095553856074243,5.83323136445458,0.125,0.116071428571429,0,0
iid20,affine-clock,16092046,5,1,46437,6092532646,12496527,30816230,537122750,99370648,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,10,10,416,416,0.013312,0.013312,40,40,37,37,3,3,1,2,3,0,2,2,0,1,2,3,0,2,2,0,1,72,289,289,56,56,0,1,0,0,0,1,0,0.00276683012689471,0.000213910748439225,10,0.095553856074243,5.83323136445458,0.125,0.116071428571429,0,0
prepare-blackout,zero-clock,16092046,5,0,46437,975559516,12248423,13971597,334135758,43478114,1,1,1,1,3,1,1,1,0,0,0,0,0,2,1,0,1,16,16,544,544,0.017408,0.017408,64,64,56,56,8,8,8,8,0,0,0,0,0,8,8,0,0,0,0,0,1,44,188,188,60,60,0,1,0,0,0,1,0,0.00290011600464019,0,16,0.095553856074243,5.83323136445458,0.2,0.151785714285714,0,0
prepare-blackout,affine-clock,16092046,5,1,46437,975559516,12248423,13971597,338497156,43478114,1,1,1,1,3,1,1,1,0,0,0,0,0,2,1,0,1,16,16,544,544,0.017408,0.017408,64,64,56,56,8,8,8,8,0,0,0,0,0,8,8,0,0,0,0,0,1,44,188,188,60,60,0,1,0,0,0,1,0,0.00276683012689471,0.000213910748439225,16,0.095553856074243,5.83323136445458,0.2,0.151785714285714,0,0
quiescent-blackout,zero-clock,16092046,5,0,46437,975527116,11617518,7491418,272593161,22672214,1,1,1,1,3,1,1,1,0,0,0,0,0,3,1,0,1,24,24,736,736,0.023552,0.023552,96,96,88,88,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,44,132,132,4,4,0,1,0,0,0,1,0,0.00290011600464019,0,24,0.095553856074243,5.83323136445458,0.3,0.205357142857143,0,0
quiescent-blackout,affine-clock,16092046,5,1,46437,975527116,11617518,7491418,273179850,22672214,1,1,1,1,3,1,1,1,0,0,0,0,0,3,1,0,1,24,24,736,736,0.023552,0.023552,96,96,88,88,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,44,132,132,4,4,0,1,0,0,0,1,0,0.00276683012689471,0.000213910748439225,24,0.095553856074243,5.83323136445458,0.3,0.205357142857143,0,0
response-blackout,zero-clock,16092046,5,0,46437,824640562,12328693,7296357,388063719,25850611,1,1,1,1,3,1,1,1,1,1,0,0,0,3,0,0,1,53,53,2772,2772,0.088704,0.088704,212,212,212,212,0,0,1,2,30,0,20,0,0,1,2,30,0,20,0,0,1,72,132,132,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.00290011600464019,0,53,0.095553856074243,5.83323136445458,0.6625,0.7734375,0,0
response-blackout,affine-clock,16092046,5,1,46437,824640562,12328693,7296357,385404574,25850611,1,1,1,1,3,1,1,1,1,1,0,0,0,3,0,0,1,53,53,2772,2772,0.088704,0.088704,212,212,212,212,0,0,1,2,30,0,20,0,0,1,2,30,0,20,0,0,1,72,132,132,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.00276683012689471,0.000213910748439225,53,0.095553856074243,5.83323136445458,0.6625,0.7734375,0,0
commit-blackout,zero-clock,16092046,5,0,46437,974582026,12693745,13818549,330213581,41842500,1,1,1,1,3,1,1,1,1,1,1,0,1,2,0,1,1,14,14,528,528,0.016896,0.016896,56,56,44,44,12,12,1,2,3,0,2,6,0,1,2,3,0,2,6,0,1,72,185,185,4,4,0,1,0,0,0,1,0,0.00290011600464002,0,14,0.095553856074243,5.83323136445458,0.175,0.147321428571429,0,0
commit-blackout,affine-clock,16092046,5,1,46437,974582026,12693745,13818549,328600612,41842500,1,1,1,1,3,1,1,1,1,1,1,0,1,2,0,1,1,14,14,528,528,0.016896,0.016896,56,56,44,44,12,12,1,2,3,0,2,6,0,1,2,3,0,2,6,0,1,72,185,185,4,4,0,1,0,0,0,1,0,0.00276683012689471,0.000213910748439225,14,0.095553856074243,5.83323136445458,0.175,0.147321428571429,0,0
incomplete-union,zero-clock,16092046,5,0,46437,975743626,12446050,31610047,518914420,100642722,1,1,1,1,3,1,1,0,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,4,53,1,53,53,53,1,0,0.00290011600464002,0,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
incomplete-union,affine-clock,16092046,5,1,46437,975743626,12446050,31610047,527599350,100642722,1,1,1,1,3,1,1,0,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,4,53,1,53,53,53,1,0,0.00276683012689471,0.000213910748439225,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
nominal-zero,zero-clock,16092047,5,0,49231,973354745,13717466,30517326,529780105,99063004,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,57,0,1,0,0,0,1,0,0.00290011600464002,0,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
nominal-zero,affine-clock,16092047,5,1,49231,973354745,13717466,30517326,539830069,99063004,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,57,0,1,0,0,0,1,0,0.00250502273798393,0.000408980802463876,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
iid20,zero-clock,16092047,5,0,49231,6071675570,13613438,27643752,561313220,90797672,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,23,23,1046,1046,0.033472,0.033472,92,92,69,69,23,23,4,6,8,0,3,2,0,4,6,8,0,3,2,0,1,72,272,272,53,53,0,1,0,0,0,1,1.11022302462516e-16,0.00290011600464002,0,23,0.095553856074243,5.83323136445458,0.212962962962963,0.218462823725982,0,0
iid20,affine-clock,16092047,5,1,49231,6071675570,13613438,27643752,562214029,90797672,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,23,23,1046,1046,0.033472,0.033472,92,92,69,69,23,23,4,6,8,0,3,2,0,4,6,8,0,3,2,0,1,72,272,272,53,53,0,1,0,0,0,1,1.11022302462516e-16,0.00250502273798393,0.000408980802463876,23,0.095553856074243,5.83323136445458,0.212962962962963,0.218462823725982,0,0
prepare-blackout,zero-clock,16092047,5,0,49231,973280855,12548200,7041860,266146164,22767710,1,2,2,2,4,2,1,1,0,0,0,0,0,3,1,0,1,24,24,768,768,0.024576,0.024576,96,96,88,88,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,48,132,132,60,60,0,1,0,0,0,1,0,0.00290011600464019,0,24,0.095553856074243,5.83323136445458,0.222222222222222,0.160401002506266,0,0
prepare-blackout,affine-clock,16092047,5,1,49231,973280855,12548200,7041860,278266783,22767710,1,2,2,2,4,2,1,1,0,0,0,0,0,3,1,0,1,24,24,768,768,0.024576,0.024576,96,96,88,88,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,48,132,132,60,60,0,1,0,0,0,1,0,0.00250502273798393,0.000408980802463876,24,0.095553856074243,5.83323136445458,0.222222222222222,0.160401002506266,0,0
quiescent-blackout,zero-clock,16092047,5,0,49231,973248455,12977868,3450606,216274272,8611428,1,2,2,2,4,2,1,1,0,0,0,0,0,4,1,0,1,32,32,960,960,0.03072,0.03072,128,128,120,120,8,8,8,24,0,0,0,0,0,8,24,0,0,0,0,0,1,48,76,76,4,4,0,1,0,0,0,1,0,0.00290011600464019,0,32,0.095553856074243,5.83323136445458,0.296296296296296,0.200501253132832,0,0
quiescent-blackout,affine-clock,16092047,5,1,49231,973248455,12977868,3450606,220304697,8611428,1,2,2,2,4,2,1,1,0,0,0,0,0,4,1,0,1,32,32,960,960,0.03072,0.03072,128,128,120,120,8,8,8,24,0,0,0,0,0,8,24,0,0,0,0,0,1,48,76,76,4,4,0,1,0,0,0,1,0,0.00250502273798393,0.000408980802463876,32,0.095553856074243,5.83323136445458,0.296296296296296,0.200501253132832,0,0
response-blackout,zero-clock,16092047,5,0,49231,825072548,13159495,3608260,381861563,11435990,1,2,2,2,4,2,1,1,1,1,0,0,0,4,0,0,1,74,74,3780,3780,0.12096,0.12096,296,296,296,296,0,0,1,3,40,0,30,0,0,1,3,40,0,30,0,0,1,72,76,76,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.00290011600464019,0,74,0.095553856074243,5.83323136445458,0.685185185185185,0.789473684210526,0,0
response-blackout,affine-clock,16092047,5,1,49231,825072548,13159495,3608260,390364090,11435990,1,2,2,2,4,2,1,1,1,1,0,0,0,4,0,0,1,74,74,3780,3780,0.12096,0.12096,296,296,296,296,0,0,1,3,40,0,30,0,0,1,3,40,0,30,0,0,1,72,76,76,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.00250502273798393,0.000408980802463876,74,0.095553856074243,5.83323136445458,0.685185185185185,0.789473684210526,0,0
commit-blackout,zero-clock,16092047,5,0,49231,971772275,12901173,6677509,245319960,21036999,1,2,2,2,4,2,1,1,1,1,1,0,1,3,0,1,1,17,17,654,654,0.020928,0.020928,68,68,50,50,18,18,1,3,4,0,3,6,0,1,3,4,0,3,6,0,1,72,129,129,4,4,0,1,0,0,0,1,0,0.00290011600464002,0,17,0.095553856074243,5.83323136445458,0.157407407407407,0.136591478696742,0,0
commit-blackout,affine-clock,16092047,5,1,49231,971772275,12901173,6677509,249490260,21036999,1,2,2,2,4,2,1,1,1,1,1,0,1,3,0,1,1,17,17,654,654,0.020928,0.020928,68,68,50,50,18,18,1,3,4,0,3,6,0,1,3,4,0,3,6,0,1,72,129,129,4,4,0,1,0,0,0,1,0,0.00250502273798393,0.000408980802463876,17,0.095553856074243,5.83323136445458,0.157407407407407,0.136591478696742,0,0
incomplete-union,zero-clock,16092047,5,0,49231,973486565,13717466,31544292,530514880,99215644,1,2,2,2,4,2,1,0,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,4,53,1,53,53,53,1,0,0.00290011600464002,0,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
incomplete-union,affine-clock,16092047,5,1,49231,973486565,13717466,31544292,540564844,99215644,1,2,2,2,4,2,1,0,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,4,53,1,53,53,53,1,0,0.00250502273798393,0.000408980802463876,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
nominal-zero,zero-clock,16092048,5,0,46437,975633406,12446050,31515142,518446960,100488492,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,57,0,1,0,0,0,1,0,0.00290011600464002,0,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
nominal-zero,affine-clock,16092048,5,1,46437,975633406,12446050,31515142,521372291,100488492,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,57,0,1,0,0,0,1,0,0.00227121813383757,0.000304652295416485,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
iid20,zero-clock,16092048,5,0,46437,6039740019,11891348,30736187,533021445,98097119,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,14,14,672,672,0.021504,0.021504,56,56,46,46,10,10,2,3,6,0,2,1,0,2,3,6,0,2,1,0,1,72,286,286,56,56,0,1,0,0,0,1,0,0.00290011600464002,0,14,0.095553856074243,5.83323136445458,0.175,0.1875,0,0
iid20,affine-clock,16092048,5,1,46437,6039740019,11891348,30736187,539437818,98097119,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,14,14,672,672,0.021504,0.021504,56,56,46,46,10,10,2,3,6,0,2,1,0,2,3,6,0,2,1,0,1,72,286,286,56,56,0,1,0,0,0,1,0,0.00227121813383757,0.000304652295416485,14,0.095553856074243,5.83323136445458,0.175,0.1875,0,0
prepare-blackout,zero-clock,16092048,5,0,46437,975559516,12248423,13971597,334135758,43478114,1,1,1,1,3,1,1,1,0,0,0,0,0,2,1,0,1,16,16,544,544,0.017408,0.017408,64,64,56,56,8,8,8,8,0,0,0,0,0,8,8,0,0,0,0,0,1,44,188,188,60,60,0,1,0,0,0,1,0,0.00290011600464019,0,16,0.095553856074243,5.83323136445458,0.2,0.151785714285714,0,0
prepare-blackout,affine-clock,16092048,5,1,46437,975559516,12248423,13971597,352839186,43478114,1,1,1,1,3,1,1,1,0,0,0,0,0,2,1,0,1,16,16,544,544,0.017408,0.017408,64,64,56,56,8,8,8,8,0,0,0,0,0,8,8,0,0,0,0,0,1,44,188,188,60,60,0,1,0,0,0,1,0,0.00269614196351979,0.000304652295416485,16,0.095553856074243,5.83323136445458,0.2,0.151785714285714,0,0
quiescent-blackout,zero-clock,16092048,5,0,46437,975527116,11617518,7491418,272593161,22672214,1,1,1,1,3,1,1,1,0,0,0,0,0,3,1,0,1,24,24,736,736,0.023552,0.023552,96,96,88,88,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,44,132,132,4,4,0,1,0,0,0,1,0,0.00290011600464019,0,24,0.095553856074243,5.83323136445458,0.3,0.205357142857143,0,0
quiescent-blackout,affine-clock,16092048,5,1,46437,975527116,11617518,7491418,274868858,22672214,1,1,1,1,3,1,1,1,0,0,0,0,0,3,1,0,1,24,24,736,736,0.023552,0.023552,96,96,88,88,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,44,132,132,4,4,0,1,0,0,0,1,0,0.00269614196351979,0.000304652295416485,24,0.095553856074243,5.83323136445458,0.3,0.205357142857143,0,0
response-blackout,zero-clock,16092048,5,0,46437,824640562,12328693,7296357,388063719,25850611,1,1,1,1,3,1,1,1,1,1,0,0,0,3,0,0,1,53,53,2772,2772,0.088704,0.088704,212,212,212,212,0,0,1,2,30,0,20,0,0,1,2,30,0,20,0,0,1,72,132,132,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.00290011600464019,0,53,0.095553856074243,5.83323136445458,0.6625,0.7734375,0,0
response-blackout,affine-clock,16092048,5,1,46437,824640562,12328693,7296357,375202328,25850611,1,1,1,1,3,1,1,1,1,1,0,0,0,3,0,0,1,53,53,2772,2772,0.088704,0.088704,212,212,212,212,0,0,1,2,30,0,20,0,0,1,2,30,0,20,0,0,1,72,132,132,4,4,0,1,0,0,0,1,1.11022302462516e-16,0.00269614196351979,0.000304652295416485,53,0.095553856074243,5.83323136445458,0.6625,0.7734375,0,0
commit-blackout,zero-clock,16092048,5,0,46437,974582026,12693745,13818549,330213581,41842500,1,1,1,1,3,1,1,1,1,1,1,0,1,2,0,1,1,14,14,528,528,0.016896,0.016896,56,56,44,44,12,12,1,2,3,0,2,6,0,1,2,3,0,2,6,0,1,72,185,185,4,4,0,1,0,0,0,1,0,0.00290011600464002,0,14,0.095553856074243,5.83323136445458,0.175,0.147321428571429,0,0
commit-blackout,affine-clock,16092048,5,1,46437,974582026,12693745,13818549,335458530,41842500,1,1,1,1,3,1,1,1,1,1,1,0,1,2,0,1,1,14,14,528,528,0.016896,0.016896,56,56,44,44,12,12,1,2,3,0,2,6,0,1,2,3,0,2,6,0,1,72,185,185,4,4,0,1,0,0,0,1,0,0.00247187497543511,0.000304652295416485,14,0.095553856074243,5.83323136445458,0.175,0.147321428571429,0,0
incomplete-union,zero-clock,16092048,5,0,46437,975743626,12446050,31610047,518914420,100642722,1,1,1,1,3,1,1,0,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,4,53,1,53,53,53,1,0,0.00290011600464002,0,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
incomplete-union,affine-clock,16092048,5,1,46437,975743626,12446050,31610047,521839751,100642722,1,1,1,1,3,1,1,0,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,36,36,36,36,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,291,291,57,4,53,1,53,53,53,1,0,0.00227121813383757,0.000304652295416485,9,0.095553856074243,5.83323136445458,0.1125,0.108258928571429,0,0
nominal-zero,zero-clock,16092049,5,0,49231,973354745,13717466,30517326,529780105,99063004,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,57,0,1,0,0,0,1,0,0.00290011600464002,0,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
nominal-zero,affine-clock,16092049,5,1,49231,973354745,13717466,30517326,535737697,99063004,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,48,48,48,48,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,288,288,57,57,0,1,0,0,0,1,0,0.00225470176859499,0.000694563119534308,12,0.095553856074243,5.83323136445458,0.111111111111111,0.107351712614871,0,0
iid20,zero-clock,16092049,5,0,49231,6028425918,12987546,27576875,560279398,93938309,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,26,26,1270,1270,0.04064,0.04064,104,104,79,79,25,25,2,4,12,0,5,3,0,2,4,12,0,5,3,0,1,72,276,276,54,54,0,1,0,0,0,1,1.11022302462516e-16,0.00290011600464002,0,26,0.095553856074243,5.83323136445458,0.240740740740741,0.265246449456976,0,0
iid20,affine-clock,16092049,5,1,49231,6028425918,12987546,27576875,573731146,93938309,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,26,26,1270,1270,0.04064,0.04064,104,104,79,79,25,25,2,4,12,0,5,3,0,2,4,12,0,5,3,0,1,72,276,276,54,54,0,1,0,0,0,1,1.11022302462516e-16,0.00225470176859499,0.000694563119534308,26,0.095553856074243,5.83323136445458,0.240740740740741,0.265246449456976,0,0
prepare-blackout,zero-clock,16092049,5,0,49231,973280855,12548200,7041860,266146164,22767710,1,2,2,2,4,2,1,1,0,0,0,0,0,3,1,0,1,24,24,768,768,0.024576,0.024576,96,96,88,88,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,48,132,132,60,60,0,1,0,0,0,1,0,0.00290011600464019,0,24,0.095553856074243,5.83323136445458,0.222222222222222,0.160401002506266,0,0
