seed,method,arm,scenario,RMSE,MINSEP,SAFEFAIL,DIVERGED,ESTERR,POSNOISERMS,VELNOISERMS,LATENCY,DATARATE,ACKRATE,TRUEAOI,ESTAOI,HARDRATIO,ADAPTRATIO,REFRESHRATIO,TRACEHASH,ACKTRACEHASH,NOISEHASH,INVARIANTS
2,Causal-v3,N0 noiseless,Clean,0.0413792333665601,0.545626153048688,0,0,0,0,0,0,84.4666666666667,84.4666666666667,0.0600054495912808,0.080054495912807,0.085240726124704,0.900947119179163,0.0138121546961326,7.21854148642767e+15,7.98156638980892e+15,0,0
3,Causal-v3,N0 noiseless,Clean,0.0413792333665601,0.545626153048688,0,0,0,0,0,0,84.4666666666667,84.4666666666667,0.0600054495912808,0.080054495912807,0.085240726124704,0.900947119179163,0.0138121546961326,7.89617654887964e+15,7.34501991325977e+15,0,0
1,P10,N1 .01/.02,Clean,0.0405424098146435,0.550710475392766,0,0,0.0172722064082866,0.00997211301932307,0.0199231377694198,0,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.95287306321372e+15,7.39078305327468e+15,46724996.7411957,0
2,P10,N1 .01/.02,Clean,0.0379484495309965,0.554836972551504,0,0,0.0172245174863414,0.00994457980740064,0.0201414668887708,0,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.21854148642767e+15,7.98156638980892e+15,46691595.251036,0
3,P10,N1 .01/.02,Clean,0.0382344423709191,0.554225864328498,0,0,0.0175204858156215,0.0101154572019821,0.0200729715360151,0,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.89617654887964e+15,7.34501991325977e+15,46846607.2208529,0
1,P20,N1 .01/.02,Clean,0.0282105489825125,0.566898408242725,0,0,0.0172722064082866,0.00997211301932307,0.0199231377694198,0,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.95287306321372e+15,7.39078305327468e+15,46724996.7411957,0
2,P20,N1 .01/.02,Clean,0.0261438302368794,0.568265024709714,0,0,0.0172245174863414,0.00994457980740064,0.0201414668887708,0,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.21854148642767e+15,7.98156638980892e+15,46691595.251036,0
3,P20,N1 .01/.02,Clean,0.027163664682973,0.568816939508931,0,0,0.0175204858156215,0.0101154572019821,0.0200729715360151,0,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.89617654887964e+15,7.34501991325977e+15,46846607.2208529,0
1,State-event,N1 .01/.02,Clean,0.0642368144629145,0.522129960965548,0,0,0.0172722064082866,0.00997211301932307,0.0199231377694198,0,47.6333333333333,NaN,0.127476839237057,NaN,NaN,NaN,NaN,7.95287306321372e+15,7.39078305327468e+15,46724996.7411957,0
2,State-event,N1 .01/.02,Clean,0.0628300680599533,0.518605086243481,0,0,0.0172245174863414,0.00994457980740064,0.0201414668887708,0,49.7666666666667,NaN,0.126557674841054,NaN,NaN,NaN,NaN,7.21854148642767e+15,7.98156638980892e+15,46691595.251036,0
3,State-event,N1 .01/.02,Clean,0.0604923060378703,0.521580705287691,0,0,0.0175204858156215,0.0101154572019821,0.0200729715360151,0,49.4666666666667,NaN,0.124906448683015,NaN,NaN,NaN,NaN,7.89617654887964e+15,7.34501991325977e+15,46846607.2208529,0
1,Causal-v3,N1 .01/.02,Clean,0.0409043289502246,0.537465873400842,0,0,0.0172722064082866,0.00997211301932307,0.0199231377694198,0,86.9666666666667,86.9666666666667,0.0591934604904632,0.0790190735694828,0.180528938290533,0.74051360674588,0.0789574549635876,7.95287306321372e+15,7.39078305327468e+15,46724996.7411957,0
2,Causal-v3,N1 .01/.02,Clean,0.0401768007917201,0.553976296440451,0,0,0.0172245174863414,0.00994457980740064,0.0201414668887708,0,87.8333333333333,87.8333333333333,0.0590190735694824,0.0787829246139877,0.20303605313093,0.732447817836812,0.0645161290322581,7.21854148642767e+15,7.98156638980892e+15,46691595.251036,0
3,Causal-v3,N1 .01/.02,Clean,0.0379572435068259,0.543262042640146,0,0,0.0175204858156215,0.0101154572019821,0.0200729715360151,0,88.0333333333333,88.0333333333333,0.0588973660308811,0.0785990009082657,0.207875804619462,0.728890571753124,0.0632336236274139,7.89617654887964e+15,7.34501991325977e+15,46846607.2208529,0
1,P10,N2 .03/.05,Clean,0.0504994659211238,0.532444830597623,0,0,0.0518166192248599,0.0299163390579692,0.0498078444235495,0,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.95287306321372e+15,7.39078305327468e+15,120259353.49711,0
2,P10,N2 .03/.05,Clean,0.0476780562892788,0.537225468912152,0,0,0.0516735524590243,0.0298337394222019,0.050353667221927,0,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.21854148642767e+15,7.98156638980892e+15,120148809.084631,0
3,P10,N2 .03/.05,Clean,0.0459356456176383,0.534325667835531,0,0,0.0525614574468646,0.0303463716059463,0.0501824288400376,0,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.89617654887964e+15,7.34501991325977e+15,120584709.323794,0
1,P20,N2 .03/.05,Clean,0.0350794067893377,0.554076535879473,0,0,0.0518166192248599,0.0299163390579692,0.0498078444235495,0,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.95287306321372e+15,7.39078305327468e+15,120259353.49711,0
2,P20,N2 .03/.05,Clean,0.0325214614754405,0.558277122673359,0,0,0.0516735524590243,0.0298337394222019,0.050353667221927,0,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.21854148642767e+15,7.98156638980892e+15,120148809.084631,0
3,P20,N2 .03/.05,Clean,0.0327509561308503,0.554113623036509,0,0,0.0525614574468646,0.0303463716059463,0.0501824288400376,0,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.89617654887964e+15,7.34501991325977e+15,120584709.323794,0
1,State-event,N2 .03/.05,Clean,0.0369082071142515,0.551488259106818,0,0,0.0518166192248599,0.0299163390579692,0.0498078444235495,0,281,NaN,0.0598256130790191,NaN,NaN,NaN,NaN,7.95287306321372e+15,7.39078305327468e+15,120259353.49711,0
2,State-event,N2 .03/.05,Clean,0.0372266034146563,0.548544905240311,0,0,0.0516735524590243,0.0298337394222019,0.050353667221927,0,280.733333333333,NaN,0.0598219800181654,NaN,NaN,NaN,NaN,7.21854148642767e+15,7.98156638980892e+15,120148809.084631,0
3,State-event,N2 .03/.05,Clean,0.038361590505557,0.550277322332297,0,0,0.0525614574468646,0.0303463716059463,0.0501824288400376,0,283.533333333333,NaN,0.0597874659400546,NaN,NaN,NaN,NaN,7.89617654887964e+15,7.34501991325977e+15,120584709.323794,0
1,Causal-v3,N2 .03/.05,Clean,0.0304149470165154,0.548423040441897,0,0,0.0518166192248599,0.0299163390579692,0.0498078444235495,0,197.2,197.2,0.036768392370572,0.050965031789282,0.84026369168357,0.15973630831643,0,7.95287306321372e+15,7.39078305327468e+15,120259353.49711,0
2,Causal-v3,N2 .03/.05,Clean,0.0302333744318488,0.554302432941942,0,0,0.0516735524590243,0.0298337394222019,0.050353667221927,0,198.333333333333,198.333333333333,0.0366594005449589,0.0508083560399633,0.841344537815126,0.158655462184874,0,7.21854148642767e+15,7.98156638980892e+15,120148809.084631,0
3,Causal-v3,N2 .03/.05,Clean,0.0315599963453574,0.558241614934081,0,0,0.0525614574468646,0.0303463716059463,0.0501824288400376,0,197.133333333333,197.133333333333,0.0368247048138054,0.0510376930063575,0.839533310787961,0.160466689212039,0,7.89617654887964e+15,7.34501991325977e+15,120584709.323794,0
1,P10,N3 .05/.10,Clean,0.0701404659532323,0.500673827164058,0,0,0.0863610320414332,0.0498605650966153,0.0996156888470989,0,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.95287306321372e+15,7.39078305327468e+15,233624983.705979,0
2,P10,N3 .05/.10,Clean,0.0711281122267017,0.496178486199535,0,0,0.0861225874317071,0.0497228990370032,0.100707334443854,0,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.21854148642767e+15,7.98156638980892e+15,233457976.25518,0
3,P10,N3 .05/.10,Clean,0.0639906687687051,0.498432094029324,0,0,0.0876024290781076,0.0505772860099105,0.100364857680075,0,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.89617654887964e+15,7.34501991325977e+15,234233036.104265,0
1,P20,N3 .05/.10,Clean,0.048601959935526,0.533432681135563,0,0,0.0863610320414331,0.0498605650966153,0.0996156888470989,0,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.95287306321372e+15,7.39078305327468e+15,233624983.705979,0
2,P20,N3 .05/.10,Clean,0.0499160910172914,0.545773598599978,0,0,0.0861225874317072,0.0497228990370032,0.100707334443854,0,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.21854148642767e+15,7.98156638980892e+15,233457976.25518,0
3,P20,N3 .05/.10,Clean,0.0465172012271184,0.524652008686416,0,0,0.0876024290781076,0.0505772860099105,0.100364857680075,0,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.89617654887964e+15,7.34501991325977e+15,234233036.104265,0
1,State-event,N3 .05/.10,Clean,0.0425198333206821,0.536933791114918,0,0,0.0863610320414332,0.0498605650966153,0.0996156888470989,0,315,NaN,0.0581453224341508,NaN,NaN,NaN,NaN,7.95287306321372e+15,7.39078305327468e+15,233624983.705979,0
2,State-event,N3 .05/.10,Clean,0.0410150222081289,0.535978957004327,0,0,0.0861225874317071,0.0497228990370032,0.100707334443854,0,314.7,NaN,0.0581671207992734,NaN,NaN,NaN,NaN,7.21854148642767e+15,7.98156638980892e+15,233457976.25518,0
3,State-event,N3 .05/.10,Clean,0.0429662678881486,0.54019410161665,0,0,0.0876024290781076,0.0505772860099105,0.100364857680075,0,315.5,NaN,0.0581398728428702,NaN,NaN,NaN,NaN,7.89617654887964e+15,7.34501991325977e+15,234233036.104265,0
1,Causal-v3,N3 .05/.10,Clean,0.0395724017292233,0.527984224450027,0,0,0.0863610320414331,0.0498605650966153,0.0996156888470989,0,209.333333333333,209.333333333333,0.035538601271571,0.0494300635785645,0.84968152866242,0.15031847133758,0,7.95287306321372e+15,7.39078305327468e+15,233624983.705979,0
2,Causal-v3,N3 .05/.10,Clean,0.0432589838616087,0.526696070383174,0,0,0.0861225874317071,0.0497228990370032,0.100707334443854,0,209.2,209.2,0.0355694822888281,0.0494686648501358,0.849585723390695,0.150414276609305,0,7.21854148642767e+15,7.98156638980892e+15,233457976.25518,0
3,Causal-v3,N3 .05/.10,Clean,0.0406504545293004,0.544297038276199,0,0,0.0876024290781076,0.0505772860099105,0.100364857680075,0,209.433333333333,209.433333333333,0.0355603996366936,0.0494573115349678,0.84975330256247,0.15024669743753,0,7.89617654887964e+15,7.34501991325977e+15,234233036.104265,0
1,P10,L50  0/0,Clean,0.028480126714597,0.561188285000919,0,0,0.0125652436405022,0,0,0.05,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.95287306321372e+15,7.39078305327468e+15,0,0
2,P10,L50  0/0,Clean,0.028480126714597,0.561188285000919,0,0,0.0125652436405022,0,0,0.05,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.21854148642767e+15,7.98156638980892e+15,0,0
3,P10,L50  0/0,Clean,0.028480126714597,0.561188285000919,0,0,0.0125652436405022,0,0,0.05,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.89617654887964e+15,7.34501991325977e+15,0,0
1,P20,L50  0/0,Clean,0.0213802973593882,0.57779309204552,0,0,0.0126654489952665,0,0,0.05,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.95287306321372e+15,7.39078305327468e+15,0,0
2,P20,L50  0/0,Clean,0.0213802973593882,0.57779309204552,0,0,0.0126654489952665,0,0,0.05,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.21854148642767e+15,7.98156638980892e+15,0,0
3,P20,L50  0/0,Clean,0.0213802973593882,0.57779309204552,0,0,0.0126654489952665,0,0,0.05,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.89617654887964e+15,7.34501991325977e+15,0,0
1,State-event,L50  0/0,Clean,0.0726621489201633,0.507854370165445,0,0,0.0124994204368097,0,0,0.05,43.6666666666667,NaN,0.130094459582198,NaN,NaN,NaN,NaN,7.95287306321372e+15,7.39078305327468e+15,0,0
2,State-event,L50  0/0,Clean,0.0726621489201633,0.507854370165445,0,0,0.0124994204368097,0,0,0.05,43.6666666666667,NaN,0.130094459582198,NaN,NaN,NaN,NaN,7.21854148642767e+15,7.98156638980892e+15,0,0
3,State-event,L50  0/0,Clean,0.0726621489201633,0.507854370165445,0,0,0.0124994204368097,0,0,0.05,43.6666666666667,NaN,0.130094459582198,NaN,NaN,NaN,NaN,7.89617654887964e+15,7.34501991325977e+15,0,0
1,Causal-v3,L50  0/0,Clean,0.0329945387633367,0.554556492835891,0,0,0.0125509323487071,0,0,0.05,84.6,84.6,0.060016348773842,0.0800408719346054,0.086682427107959,0.901891252955083,0.0114263199369582,7.95287306321372e+15,7.39078305327468e+15,0,0
2,Causal-v3,L50  0/0,Clean,0.0329945387633367,0.554556492835891,0,0,0.0125509323487071,0,0,0.05,84.6,84.6,0.060016348773842,0.0800408719346054,0.086682427107959,0.901891252955083,0.0114263199369582,7.21854148642767e+15,7.98156638980892e+15,0,0
3,Causal-v3,L50  0/0,Clean,0.0329945387633367,0.554556492835891,0,0,0.0125509323487071,0,0,0.05,84.6,84.6,0.060016348773842,0.0800408719346054,0.086682427107959,0.901891252955083,0.0114263199369582,7.89617654887964e+15,7.34501991325977e+15,0,0
1,P10,L100 0/0,Clean,0.0342632067757347,0.548097360215577,0,0,0.0289081840154487,0,0,0.1,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.95287306321372e+15,7.39078305327468e+15,0,0
2,P10,L100 0/0,Clean,0.0342632067757347,0.548097360215577,0,0,0.0289081840154487,0,0,0.1,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.21854148642767e+15,7.98156638980892e+15,0,0
3,P10,L100 0/0,Clean,0.0342632067757347,0.548097360215577,0,0,0.0289081840154487,0,0,0.1,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.89617654887964e+15,7.34501991325977e+15,0,0
1,P20,L100 0/0,Clean,0.0224059755524615,0.568402424191737,0,0,0.0260089526526001,0,0,0.1,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.95287306321372e+15,7.39078305327468e+15,0,0
2,P20,L100 0/0,Clean,0.0224059755524615,0.568402424191737,0,0,0.0260089526526001,0,0,0.1,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.21854148642767e+15,7.98156638980892e+15,0,0
3,P20,L100 0/0,Clean,0.0224059755524615,0.568402424191737,0,0,0.0260089526526001,0,0,0.1,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.89617654887964e+15,7.34501991325977e+15,0,0
1,State-event,L100 0/0,Clean,0.0423401374820859,0.530199477926998,0,0,0.0295087254785138,0,0,0.1,76.4333333333333,NaN,0.0826684831970936,NaN,NaN,NaN,NaN,7.95287306321372e+15,7.39078305327468e+15,0,0
2,State-event,L100 0/0,Clean,0.0423401374820859,0.530199477926998,0,0,0.0295087254785138,0,0,0.1,76.4333333333333,NaN,0.0826684831970936,NaN,NaN,NaN,NaN,7.21854148642767e+15,7.98156638980892e+15,0,0
3,State-event,L100 0/0,Clean,0.0423401374820859,0.530199477926998,0,0,0.0295087254785138,0,0,0.1,76.4333333333333,NaN,0.0826684831970936,NaN,NaN,NaN,NaN,7.89617654887964e+15,7.34501991325977e+15,0,0
1,Causal-v3,L100 0/0,Clean,0.0344892524524716,0.550716644248239,0,0,0.0292182842689682,0,0,0.1,94.7666666666667,94.7666666666667,0.0541725703905541,0.0727384196185293,0.516004220893422,0.477664438972916,0.00633134013366162,7.95287306321372e+15,7.39078305327468e+15,0,0
2,Causal-v3,L100 0/0,Clean,0.0344892524524716,0.550716644248239,0,0,0.0292182842689682,0,0,0.1,94.7666666666667,94.7666666666667,0.0541725703905541,0.0727384196185293,0.516004220893422,0.477664438972916,0.00633134013366162,7.21854148642767e+15,7.98156638980892e+15,0,0
3,Causal-v3,L100 0/0,Clean,0.0344892524524716,0.550716644248239,0,0,0.0292182842689682,0,0,0.1,94.7666666666667,94.7666666666667,0.0541725703905541,0.0727384196185293,0.516004220893422,0.477664438972916,0.00633134013366162,7.89617654887964e+15,7.34501991325977e+15,0,0
1,P10,C3 combined,Clean,0.0444141692083933,0.540240617452573,0,0,0.05337177783475,0.0299163390579692,0.0498078444235495,0.05,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.95287306321372e+15,7.39078305327468e+15,120259353.49711,0
2,P10,C3 combined,Clean,0.0428497516652994,0.539474120616071,0,0,0.0532085383271678,0.0298337394222019,0.050353667221927,0.05,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.21854148642767e+15,7.98156638980892e+15,120148809.084631,0
3,P10,C3 combined,Clean,0.0391504776199861,0.542840648583019,0,0,0.0540116542397402,0.0303463716059463,0.0501824288400376,0.05,100,NaN,0.0499636693914622,NaN,NaN,NaN,NaN,7.89617654887964e+15,7.34501991325977e+15,120584709.323794,0
1,P20,C3 combined,Clean,0.0309579424296513,0.560619527253161,0,0,0.0533738306639842,0.0299163390579692,0.0498078444235495,0.05,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.95287306321372e+15,7.39078305327468e+15,120259353.49711,0
2,P20,C3 combined,Clean,0.0305738293436362,0.561843153239316,0,0,0.0532131717775423,0.0298337394222019,0.050353667221927,0.05,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.21854148642767e+15,7.98156638980892e+15,120148809.084631,0
3,P20,C3 combined,Clean,0.0292172299202056,0.548399256937667,0,0,0.0540229385303339,0.0303463716059463,0.0501824288400376,0.05,200,NaN,0.0259854677565848,NaN,NaN,NaN,NaN,7.89617654887964e+15,7.34501991325977e+15,120584709.323794,0
1,State-event,C3 combined,Clean,0.0300373549071508,0.55859888153398,0,0,0.053368959316515,0.0299163390579692,0.0498078444235495,0.05,279.866666666667,NaN,0.0599200726612171,NaN,NaN,NaN,NaN,7.95287306321372e+15,7.39078305327468e+15,120259353.49711,0
2,State-event,C3 combined,Clean,0.030113379256772,0.552116340746444,0,0,0.0532049757854735,0.0298337394222019,0.050353667221927,0.05,280.233333333333,NaN,0.0598637602179837,NaN,NaN,NaN,NaN,7.21854148642767e+15,7.98156638980892e+15,120148809.084631,0
3,State-event,C3 combined,Clean,0.0311696004008615,0.558044310361588,0,0,0.0540090225517129,0.0303463716059463,0.0501824288400376,0.05,282.433333333333,NaN,0.0597910990009083,NaN,NaN,NaN,NaN,7.89617654887964e+15,7.34501991325977e+15,120584709.323794,0
1,Causal-v3,C3 combined,Clean,0.0268160767003678,0.555218854077517,0,0,0.0533872267785529,0.0299163390579692,0.0498078444235495,0.05,196.733333333333,196.733333333333,0.0368410535876474,0.0510558583106263,0.839884784818706,0.160115215181294,0,7.95287306321372e+15,7.39078305327468e+15,120259353.49711,0
2,Causal-v3,C3 combined,Clean,0.0254828512335168,0.561068343109312,0,0,0.0532103988638018,0.0298337394222019,0.050353667221927,0.05,197.7,197.7,0.0367865576748408,0.0509673024523157,0.840499072669027,0.159500927330973,0,7.21854148642767e+15,7.98156638980892e+15,120148809.084631,0
3,Causal-v3,C3 combined,Clean,0.0262284673868403,0.561157262215629,0,0,0.0540029761159311,0.0303463716059463,0.0501824288400376,0.05,196.9,196.9,0.0368810172570388,0.0511080835603993,0.839851024208566,0.160148975791434,0,7.89617654887964e+15,7.34501991325977e+15,120584709.323794,0
1,P10,N0 noiseless,Moderate,0.0972617788784346,0.476023914673831,0,0,0,0,0,0,100,NaN,0.153651226158038,NaN,NaN,NaN,NaN,7.05911968612559e+15,8.4569123598695e+15,0,0
2,P10,N0 noiseless,Moderate,0.097942251796723,0.475721215954798,0,0,0,0,0,0,100,NaN,0.154550408719346,NaN,NaN,NaN,NaN,7.3186465772469e+15,7.1423357109285e+15,0,0
3,P10,N0 noiseless,Moderate,0.0978267323913384,0.47287546666485,0,0,0,0,0,0,100,NaN,0.155449591280654,NaN,NaN,NaN,NaN,6.18620881809766e+15,7.31764265755974e+15,0,0
1,P20,N0 noiseless,Moderate,0.0756034549268763,0.504647709557987,0,0,0,0,0,0,200,NaN,0.118376021798365,NaN,NaN,NaN,NaN,7.05911968612559e+15,8.4569123598695e+15,0,0
2,P20,N0 noiseless,Moderate,0.0752275279019449,0.50469745239731,0,0,0,0,0,0,200,NaN,0.118067211625795,NaN,NaN,NaN,NaN,7.3186465772469e+15,7.1423357109285e+15,0,0
3,P20,N0 noiseless,Moderate,0.0756215199282498,0.504338583918546,0,0,0,0,0,0,200,NaN,0.118910081743869,NaN,NaN,NaN,NaN,6.18620881809766e+15,7.31764265755974e+15,0,0
1,State-event,N0 noiseless,Moderate,0.167409881519522,0.395994684318762,0,0,0,0,0,0,43.0666666666667,NaN,0.269711171662125,NaN,NaN,NaN,NaN,7.05911968612559e+15,8.4569123598695e+15,0,0
2,State-event,N0 noiseless,Moderate,0.179101503872792,0.375085234747968,0,0,0,0,0,0,43.1666666666667,NaN,0.287569482288828,NaN,NaN,NaN,NaN,7.3186465772469e+15,7.1423357109285e+15,0,0
3,State-event,N0 noiseless,Moderate,0.170589958144332,0.374130219365737,0,0,0,0,0,0,43.2,NaN,0.282772025431426,NaN,NaN,NaN,NaN,6.18620881809766e+15,7.31764265755974e+15,0,0
1,Causal-v3,N0 noiseless,Moderate,0.0890119059407212,0.48978742485677,0,0,0,0,0,0,134.466666666667,108.233333333333,0.140995458673933,0.220508628519528,0.0014873574615766,0.998512642538423,0,7.05911968612559e+15,8.4569123598695e+15,0,0
2,Causal-v3,N0 noiseless,Moderate,0.0894125529652569,0.486726958362269,0,0,0,0,0,0,134.933333333333,107.433333333333,0.142038147138965,0.221880108991826,0.00148221343873518,0.998517786561265,0,7.3186465772469e+15,7.1423357109285e+15,0,0
3,Causal-v3,N0 noiseless,Moderate,0.089259945477605,0.487466370377517,0,0,0,0,0,0,135.166666666667,107.633333333333,0.142023614895549,0.220731153496821,0.00147965474722565,0.998520345252774,0,6.18620881809766e+15,7.31764265755974e+15,0,0
1,P10,N1 .01/.02,Moderate,0.0976940160746072,0.474864686978457,0,0,0.017407004641775,0.0100499388157139,0.0198034149916928,0,100,NaN,0.153651226158038,NaN,NaN,NaN,NaN,7.05911968612559e+15,8.4569123598695e+15,46441929.8223157,0
2,P10,N1 .01/.02,Moderate,0.0993588917591637,0.472002848586383,0,0,0.0172771748141544,0.00997498152978827,0.0200476852502174,0,100,NaN,0.154550408719346,NaN,NaN,NaN,NaN,7.3186465772469e+15,7.1423357109285e+15,46962046.3574663,0
3,P10,N1 .01/.02,Moderate,0.0986490172168428,0.456718918877797,0,0,0.0171675095205398,0.00991166624299912,0.0199120428635111,0,100,NaN,0.155449591280654,NaN,NaN,NaN,NaN,6.18620881809766e+15,7.31764265755974e+15,46327315.6591877,0
1,P20,N1 .01/.02,Moderate,0.0768436154528874,0.500381395421048,0,0,0.017407004641775,0.0100499388157139,0.0198034149916928,0,200,NaN,0.118376021798365,NaN,NaN,NaN,NaN,7.05911968612559e+15,8.4569123598695e+15,46441929.8223157,0
2,P20,N1 .01/.02,Moderate,0.0764289606741511,0.50279573031417,0,0,0.0172771748141544,0.00997498152978827,0.0200476852502174,0,200,NaN,0.118067211625795,NaN,NaN,NaN,NaN,7.3186465772469e+15,7.1423357109285e+15,46962046.3574663,0
3,P20,N1 .01/.02,Moderate,0.0755737240852414,0.490140852654802,0,0,0.0171675095205398,0.00991166624299912,0.0199120428635111,0,200,NaN,0.118910081743869,NaN,NaN,NaN,NaN,6.18620881809766e+15,7.31764265755974e+15,46327315.6591877,0
1,State-event,N1 .01/.02,Moderate,0.147904832010647,0.431995155963114,0,0,0.017407004641775,0.0100499388157139,0.0198034149916928,0,47.6666666666667,NaN,0.26611080835604,NaN,NaN,NaN,NaN,7.05911968612559e+15,8.4569123598695e+15,46441929.8223157,0
2,State-event,N1 .01/.02,Moderate,0.14601138649136,0.423351750080818,0,0,0.0172771748141544,0.00997498152978827,0.0200476852502174,0,47.3,NaN,0.264683015440509,NaN,NaN,NaN,NaN,7.3186465772469e+15,7.1423357109285e+15,46962046.3574663,0
3,State-event,N1 .01/.02,Moderate,0.141114811069601,0.408975309958735,0,0,0.0171675095205398,0.00991166624299912,0.0199120428635111,0,47.6,NaN,0.266256130790191,NaN,NaN,NaN,NaN,6.18620881809766e+15,7.31764265755974e+15,46327315.6591877,0
1,Causal-v3,N1 .01/.02,Moderate,0.0751179576909527,0.508987841660706,0,0,0.017407004641775,0.0100499388157139,0.0198034149916928,0,218.733333333333,175.733333333333,0.123524069028156,0.198732970027248,0.021182566290765,0.978512648582749,0.000304785126485827,7.05911968612559e+15,8.4569123598695e+15,46441929.8223157,0
2,Causal-v3,N1 .01/.02,Moderate,0.0765791969444739,0.499287935422298,0,0,0.0172771748141544,0.00997498152978827,0.0200476852502174,0,219.766666666667,173.3,0.123994550408719,0.199266575840146,0.020021234642803,0.979978765357197,0,7.3186465772469e+15,7.1423357109285e+15,46962046.3574663,0
