seed,scenario,scenarioLabel,condition,conditionLabel,conditionKind,N,BASE_TRACE_HASH_EXACT,CONDITION_TRACE_HASH_EXACT,CONFIG_HASH,SCHEDULE_STATE_HASH,WITNESS_HASH_EXACT,CONFLICT_EDGES,HIDDEN_CONFLICT_EDGES,MAX_WITNESS_LOAD,FINAL_ALL_CERTIFIED,FIRST_ALL_CERTIFIED_FRAME,CERTIFIED_NODE_FRAME_FRACTION,FALSE_VALID_EDGE_FRAMES,SCHEDULED_COLLISION_FRAMES,FALLBACK_COLLISION_FRAMES,CLAIM_ATTEMPTS,CERTIFICATE_ATTEMPTS,CONTROL_ATTEMPTS,CONTROL_ATTEMPT_BOUND,CONTROL_ATTEMPT_BOUND_RATIO,CLAIM_BYTES,NOMINAL_CONTROL_ATTEMPT_BOUND,CERTIFICATE_BYTES,CONTROL_BYTES,CONTROL_BYTE_BOUND,CONTROL_BYTE_BOUND_RATIO,NOMINAL_CONTROL_BYTE_BOUND,CERTIFICATE_ENTRIES_ATTEMPTED,RESPONSE_ENTRIES_ATTEMPTED,RETRY_CLAIM_ATTEMPTS,LOCAL_CERTIFICATE_ENTRIES,CERTIFICATE_WITHOUT_FRESH_CLAIMS,MANAGEMENT_RECIPIENT_ATTEMPTS,MANAGEMENT_RECIPIENT_SUCCESS,MANAGEMENT_RECIPIENT_ERASURE,MANAGEMENT_RECIPIENT_COLLISION,SCHEDULED_ATTEMPTS,FALLBACK_ATTEMPTS,SCHEDULED_RECIPIENT_ATTEMPTS,SCHEDULED_RECIPIENT_SUCCESS,SCHEDULED_RECIPIENT_ERASURE,SCHEDULED_RECIPIENT_COLLISION,FALLBACK_RECIPIENT_ATTEMPTS,FALLBACK_RECIPIENT_SUCCESS,FALLBACK_RECIPIENT_ERASURE,FALLBACK_RECIPIENT_COLLISION,MAX_FALLBACK_ATTEMPTS_PER_NODE_FRAME,BLACKOUT_OWNER,BLACKOUT_CLIENT,BLACKOUT_WITNESS,BLACKOUT_CLIENT_FINAL_ACTIVE,ACCOUNTING_CLOSES,FUTURE_RANDOM_READS,RECEIVER_TRUTH_READS,retryMode,CUMULATIVE_RECEIPT_RETRY,CLAIM_TRANSACTION_STARTS,FINAL_OPEN_CLAIM_TRANSACTIONS,BACKGROUND_LOAD,BACKGROUND_TRACE_HASH_EXACT,BACKGROUND_OVERLAY_HASH_EXACT,BACKGROUND_POTENTIAL_HITS,geometryIndex,networkIndex,BASE_GEOMETRY_HASH,DATA_NEIGHBOR_GRAPH_HASH,MANAGEMENT_GRAPH_HASH,SELECTOR_HASH_EXACT,SELECTED_HORIZON_SEC,SELECTED_HORIZON_INDEX,SELECTED_CONFLICT_EDGES,SELECTED_HIDDEN_EDGES,COHERENCE_ENABLED,COHERENCE_ADMISSIBLE,COHERENCE_HORIZON_FRAMES,RENEWAL_PERIOD_FRAMES,LEASE_FRAMES,CLAIM_PACKET_BYTES,CERTIFICATE_HEADER_BYTES,CERTIFICATE_ENTRY_BYTES,REVOKE_PACKET_BYTES,MAX_RESPONSE_PACKET_BYTES,PACKET_MTU_VIOLATIONS,BLACKOUT_APPLIED,SELF_REVOCATIONS,REVOKE_ATTEMPTS,REVOKE_BYTES,geometryCondition,networkCondition,bindingReason
16077001,mobile-limited-low,mobile-limited-low,iid-occupancy15,iid-occupancy15,iid-occupancy15,5,30404918204,21271832373,32147500,16741201,38052,3,1,2,1,1,1,0,0,0,107,71,178,2800,0.0635714285714286,2996,84,2096,5092,80800,0.063019801980198,2424,96,96,43,35,0,217,150,67,0,2000,0,1600,833,767,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,64,0,0.15,31340844689,968540,3745,2,5,38924752,2494,2494,3802442,2,4,3,1,1,1,41,34,41,28,16,10,24,36,0,0,0,0,0,mobile-limited-low,iid-occupancy15,admissible
16077001,mobile-limited-low,mobile-limited-low,directed-response-blackout,directed-response-blackout,directed-response-blackout,5,30404918204,25556320367,32147500,16306236,38052,3,1,2,0,NaN,0.8,0,0,0,448,412,860,2800,0.307142857142857,12544,84,14712,27256,80800,0.337326732673267,2424,812,812,399,12,0,1248,848,400,0,1600,140,1200,1200,0,0,140,140,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,49,1,0,31340844689,NaN,0,2,6,38924752,2494,2494,3802442,2,4,3,1,1,1,41,34,41,28,16,10,24,36,0,1,0,0,0,mobile-limited-low,directed-response-blackout,admissible
16077001,mobile-limited-high,mobile-limited-high,zero,zero,zero,5,30404918204,30404918204,32075335,16740760,38052,3,1,2,1,1,1,0,0,0,60,24,84,2800,0.03,1680,84,744,2424,80800,0.03,2424,36,36,0,12,0,84,84,0,0,2000,0,1600,1600,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,60,0,0,31340844689,NaN,0,3,1,38924752,2494,2494,5587173,2,4,3,1,1,1,41,34,41,28,16,10,24,36,0,0,0,0,0,mobile-limited-high,zero,admissible
16077001,mobile-limited-high,mobile-limited-high,claim-iid5,claim-iid5,claim-iid5,5,30404918204,30404918204,32460900,16740898,38052,3,1,2,1,1,1,0,0,0,66,30,96,2800,0.0342857142857143,1848,84,930,2778,80800,0.0343811881188119,2424,45,45,4,15,0,101,96,5,0,2000,0,1600,1600,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,62,0,0,31340844689,NaN,0,3,2,38924752,2494,2494,5587173,2,4,3,1,1,1,41,34,41,28,16,10,24,36,0,0,0,0,0,mobile-limited-high,claim-iid5,admissible
16077001,mobile-limited-high,mobile-limited-high,response-iid5,response-iid5,response-iid5,5,30404918204,30404918204,32460900,16739117,38052,3,1,2,1,2,0.9995,0,0,0,63,28,91,2800,0.0325,1764,84,868,2632,80800,0.0325742574257426,2424,42,42,3,13,0,94,91,3,0,1999,0,1599,1599,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,60,0,0,31340844689,NaN,0,3,3,38924752,2494,2494,5587173,2,4,3,1,1,1,41,34,41,28,16,10,24,36,0,0,0,0,0,mobile-limited-high,response-iid5,admissible
16077001,mobile-limited-high,mobile-limited-high,joint-control-iid5,joint-control-iid5,joint-control-iid5,5,30404918204,30404918204,32846465,16739255,38052,3,1,2,1,2,0.9995,0,0,0,69,34,103,2800,0.0367857142857143,1932,84,1054,2986,80800,0.0369554455445545,2424,51,51,7,16,0,111,103,8,0,1999,0,1599,1599,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,62,0,0,31340844689,NaN,0,3,4,38924752,2494,2494,5587173,2,4,3,1,1,1,41,34,41,28,16,10,24,36,0,0,0,0,0,mobile-limited-high,joint-control-iid5,admissible
16077001,mobile-limited-high,mobile-limited-high,iid-occupancy15,iid-occupancy15,iid-occupancy15,5,30404918204,21271832373,32075335,16741201,38052,3,1,2,1,1,1,0,0,0,107,71,178,2800,0.0635714285714286,2996,84,2096,5092,80800,0.063019801980198,2424,96,96,43,35,0,217,150,67,0,2000,0,1600,833,767,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,64,0,0.15,31340844689,968540,3745,3,5,38924752,2494,2494,5587173,2,4,3,1,1,1,41,34,41,28,16,10,24,36,0,0,0,0,0,mobile-limited-high,iid-occupancy15,admissible
16077001,mobile-limited-high,mobile-limited-high,directed-response-blackout,directed-response-blackout,directed-response-blackout,5,30404918204,25556320367,32075335,16306236,38052,3,1,2,0,NaN,0.8,0,0,0,448,412,860,2800,0.307142857142857,12544,84,14712,27256,80800,0.337326732673267,2424,812,812,399,12,0,1248,848,400,0,1600,140,1200,1200,0,0,140,140,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,49,1,0,31340844689,NaN,0,3,6,38924752,2494,2494,5587173,2,4,3,1,1,1,41,34,41,28,16,10,24,36,0,1,0,0,0,mobile-limited-high,directed-response-blackout,admissible
16077001,static-wide-low,static-wide-low,zero,zero,zero,10,112975803198,112975803198,33271520,66099678,601306,3,0,1,1,1,1,0,0,0,60,18,78,5200,0.015,1680,78,468,2148,143200,0.015,2148,18,18,0,0,0,702,702,0,0,4000,0,1600,1600,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,60,0,0,31373008392,NaN,0,1,1,64420693,36234,40685,5880744,6.8,6,3,0,1,1,80,73,80,28,16,10,24,26,0,0,0,0,0,static-wide-low,zero,admissible
16077001,static-wide-low,static-wide-low,claim-iid5,claim-iid5,claim-iid5,10,112975803198,112975803198,33657085,66099678,601306,3,0,1,1,1,1,0,0,0,60,18,78,5200,0.015,1680,78,468,2148,143200,0.015,2148,18,18,0,0,0,702,684,18,0,4000,0,1600,1600,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,60,0,0,31373008392,NaN,0,1,2,64420693,36234,40685,5880744,6.8,6,3,0,1,1,80,73,80,28,16,10,24,26,0,0,0,0,0,static-wide-low,claim-iid5,admissible
16077001,static-wide-low,static-wide-low,response-iid5,response-iid5,response-iid5,10,112975803198,112975803198,33657085,66098415,601306,3,0,1,1,2,0.99975,0,0,0,62,22,84,5200,0.0161538461538462,1736,78,572,2308,143200,0.0161173184357542,2148,22,22,2,0,0,756,748,8,0,3999,0,1599,1599,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,60,0,0,31373008392,NaN,0,1,3,64420693,36234,40685,5880744,6.8,6,3,0,1,1,80,73,80,28,16,10,24,26,0,0,0,0,0,static-wide-low,response-iid5,admissible
16077001,static-wide-low,static-wide-low,joint-control-iid5,joint-control-iid5,joint-control-iid5,10,112975803198,112975803198,34042650,66098415,601306,3,0,1,1,2,0.99975,0,0,0,62,22,84,5200,0.0161538461538462,1736,78,572,2308,143200,0.0161173184357542,2148,22,22,2,0,0,756,729,27,0,3999,0,1599,1599,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,60,0,0,31373008392,NaN,0,1,4,64420693,36234,40685,5880744,6.8,6,3,0,1,1,80,73,80,28,16,10,24,26,0,0,0,0,0,static-wide-low,joint-control-iid5,admissible
16077001,static-wide-low,static-wide-low,iid-occupancy15,iid-occupancy15,iid-occupancy15,10,112975803198,78536898447,33271520,66100027,601306,3,0,1,1,1,1,0,0,0,81,41,122,5200,0.0234615384615385,2268,78,1066,3334,143200,0.0232821229050279,2148,41,41,18,0,0,1098,792,306,0,4000,0,1600,857,743,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,63,0,0.15,31373008392,1045215,7061,1,5,64420693,36234,40685,5880744,6.8,6,3,0,1,1,80,73,80,28,16,10,24,26,0,0,0,0,0,static-wide-low,iid-occupancy15,admissible
16077001,static-wide-low,static-wide-low,directed-response-blackout,directed-response-blackout,directed-response-blackout,10,112975803198,93567904034,33271520,65487077,601306,3,0,1,0,NaN,0.9,0,0,0,454,806,1260,5200,0.242307692307692,12712,78,20956,33668,143200,0.235111731843575,2148,806,806,399,0,0,11340,10940,400,0,3600,62,1200,1200,0,0,62,62,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,55,1,0,31373008392,NaN,0,1,6,64420693,36234,40685,5880744,6.8,6,3,0,1,1,80,73,80,28,16,10,24,26,0,1,0,0,0,static-wide-low,directed-response-blackout,admissible
16077001,mobile-limited-low,mobile-limited-low,zero,zero,zero,10,112975803198,112975803198,33163051,66102832,574542,3,1,1,1,1,1,0,0,0,250,75,325,5200,0.0625,7000,325,1950,8950,143200,0.0625,8950,75,75,0,0,0,200,200,0,0,4000,0,1600,1600,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,250,0,0,31373008392,NaN,0,2,1,64420693,36234,36234,5069607,2,4,3,1,1,1,23,16,23,28,16,10,24,26,0,0,0,0,0,mobile-limited-low,zero,admissible
16077001,mobile-limited-low,mobile-limited-low,claim-iid5,claim-iid5,claim-iid5,10,112975803198,112975803198,33548616,66102832,574542,3,1,1,1,1,1,0,0,0,252,79,331,5200,0.0636538461538462,7056,325,2054,9110,143200,0.0636173184357542,8950,79,79,2,0,0,208,206,2,0,4000,0,1600,1600,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,250,0,0,31373008392,NaN,0,2,2,64420693,36234,36234,5069607,2,4,3,1,1,1,23,16,23,28,16,10,24,26,0,0,0,0,0,mobile-limited-low,claim-iid5,admissible
16077001,mobile-limited-low,mobile-limited-low,response-iid5,response-iid5,response-iid5,10,112975803198,112975803198,33548616,66102832,574542,3,1,1,1,1,1,0,0,0,256,86,342,5200,0.0657692307692308,7168,325,2236,9404,143200,0.0656703910614525,8950,86,86,6,0,0,222,216,6,0,4000,0,1600,1600,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,250,0,0,31373008392,NaN,0,2,3,64420693,36234,36234,5069607,2,4,3,1,1,1,23,16,23,28,16,10,24,26,0,0,0,0,0,mobile-limited-low,response-iid5,admissible
16077001,mobile-limited-low,mobile-limited-low,joint-control-iid5,joint-control-iid5,joint-control-iid5,10,112975803198,112975803198,33934181,66102832,574542,3,1,1,1,1,1,0,0,0,257,88,345,5200,0.0663461538461538,7196,325,2288,9484,143200,0.0662290502793296,8950,88,88,7,0,0,226,217,9,0,4000,0,1600,1600,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,250,0,0,31373008392,NaN,0,2,4,64420693,36234,36234,5069607,2,4,3,1,1,1,23,16,23,28,16,10,24,26,0,0,0,0,0,mobile-limited-low,joint-control-iid5,admissible
16077001,mobile-limited-low,mobile-limited-low,iid-occupancy15,iid-occupancy15,iid-occupancy15,10,112975803198,78446312956,33163051,66103236,574542,3,1,1,1,1,1,0,0,0,308,157,465,5200,0.0894230769230769,8624,325,4082,12706,143200,0.0887290502793296,8950,157,157,55,0,0,381,284,97,0,4000,0,1600,857,743,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,253,0,0.15,31373008392,925235,7062,2,5,64420693,36234,36234,5069607,2,4,3,1,1,1,23,16,23,28,16,10,24,26,0,0,0,0,0,mobile-limited-low,iid-occupancy15,admissible
16077001,mobile-limited-low,mobile-limited-low,directed-response-blackout,directed-response-blackout,directed-response-blackout,10,112975803198,93570271634,33163051,65490345,574542,3,1,1,0,NaN,0.9,0,0,0,625,825,1450,5200,0.278846153846154,17500,325,21450,38950,143200,0.271997206703911,8950,825,825,399,0,0,1700,1300,400,0,3600,62,1200,1200,0,0,62,62,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,226,1,0,31373008392,NaN,0,2,6,64420693,36234,36234,5069607,2,4,3,1,1,1,23,16,23,28,16,10,24,26,0,1,0,0,0,mobile-limited-low,directed-response-blackout,admissible
16077001,mobile-limited-high,mobile-limited-high,zero,zero,zero,10,112975803198,112975803198,32742873,66142732,574542,3,1,1,1,1,1,0,0,0,1000,300,1300,5200,0.25,28000,1300,7800,35800,143200,0.25,35800,300,300,0,0,0,800,800,0,0,4000,0,1600,1600,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,1000,0,0,31373008392,NaN,0,3,1,64420693,36234,36234,5628881,1,3,3,1,1,1,11,4,11,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,zero,admissible
16077001,mobile-limited-high,mobile-limited-high,claim-iid5,claim-iid5,claim-iid5,10,112975803198,112975803198,33128438,66143644,574542,3,1,1,1,1,1,0,0,0,1028,346,1374,5200,0.264230769230769,28784,1300,8996,37780,143200,0.263826815642458,35800,346,346,20,0,0,894,874,20,0,4000,0,1600,1600,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,1008,0,0,31373008392,NaN,0,3,2,64420693,36234,36234,5628881,1,3,3,1,1,1,11,4,11,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,claim-iid5,admissible
16077001,mobile-limited-high,mobile-limited-high,response-iid5,response-iid5,response-iid5,10,112975803198,112975803198,33128438,66142732,574542,3,1,1,1,1,1,0,0,0,1027,351,1378,5200,0.265,28756,1300,9126,37882,143200,0.264539106145251,35800,351,351,27,0,0,904,875,29,0,4000,0,1600,1600,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,1000,0,0,31373008392,NaN,0,3,3,64420693,36234,36234,5628881,1,3,3,1,1,1,11,4,11,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,response-iid5,admissible
16077001,mobile-limited-high,mobile-limited-high,joint-control-iid5,joint-control-iid5,joint-control-iid5,10,112975803198,112975803198,33514003,66143416,574542,3,1,1,1,1,1,0,0,0,1054,393,1447,5200,0.278269230769231,29512,1300,10218,39730,143200,0.277444134078212,35800,393,393,48,0,0,992,935,57,0,4000,0,1600,1600,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,1006,0,0,31373008392,NaN,0,3,4,64420693,36234,36234,5628881,1,3,3,1,1,1,11,4,11,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,joint-control-iid5,admissible
16077001,mobile-limited-high,mobile-limited-high,iid-occupancy15,iid-occupancy15,iid-occupancy15,10,112975803198,78446312956,32742873,66135185,574542,3,1,1,1,1,0.99925,0,0,0,1262,648,1910,5200,0.367307692307692,35336,1300,16848,52184,143200,0.364413407821229,35800,648,648,258,0,0,1590,1175,415,0,3997,0,1594,855,739,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,1004,0,0.15,31373008392,925235,7062,3,5,64420693,36234,36234,5628881,1,3,3,1,1,1,11,4,11,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,iid-occupancy15,admissible
16077001,mobile-limited-high,mobile-limited-high,directed-response-blackout,directed-response-blackout,directed-response-blackout,10,112975803198,93570271634,32742873,65521695,574542,3,1,1,0,NaN,0.9,0,0,0,1300,900,2200,5200,0.423076923076923,36400,1300,23400,59800,143200,0.417597765363128,35800,900,900,399,0,0,2000,1600,400,0,3600,62,1200,1200,0,0,62,62,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,901,1,0,31373008392,NaN,0,3,6,64420693,36234,36234,5628881,1,3,3,1,1,1,11,4,11,28,16,10,24,26,0,1,0,0,0,mobile-limited-high,directed-response-blackout,admissible
