seed,contrast,deltaMissionRmse,deltaMinimumSeparation,deltaTotalCost,deltaDataAirtime
16094235,response_no_emergency_minus_protected,0.092480195242869,-0.336815816278848,-0.0172617142857141,-0.181247999999998
16094236,response_no_emergency_minus_protected,0.122024016157756,-0.381908407044793,-0.0231131428571426,-0.242687999999997
16094237,response_no_emergency_minus_protected,0.129215245781139,-0.357839884704694,-0.023405714285714,-0.245759999999997
16094238,response_no_emergency_minus_protected,0.0942613714077062,-0.355561839133158,-0.0175542857142855,-0.184319999999998
16094239,response_no_emergency_minus_protected,0.12529955421936,-0.352664707899927,-0.023405714285714,-0.245759999999997
16094240,response_no_emergency_minus_protected,0.126408887756303,-0.387219853433094,-0.023405714285714,-0.245759999999997
16094241,response_no_emergency_minus_protected,0.113148233709624,-0.360988877426891,-0.0228205714285712,-0.239615999999997
16094242,response_no_emergency_minus_protected,0.129449014301811,-0.382017913206602,-0.023405714285714,-0.245759999999997
16094243,response_no_emergency_minus_protected,0.111396568495589,-0.372965472429355,-0.0231131428571426,-0.242687999999997
16094244,response_no_emergency_minus_protected,0.119442424673692,-0.380430770382507,-0.0228205714285711,-0.239615999999997
16094245,response_no_emergency_minus_protected,0.123623723374536,-0.358993001100063,-0.0231131428571426,-0.242687999999997
16094246,response_no_emergency_minus_protected,0.12105215806816,-0.36909312334886,-0.023405714285714,-0.245759999999997
16094247,response_no_emergency_minus_protected,0.114335137961698,-0.387708203061126,-0.0228205714285712,-0.239615999999997
16094248,response_no_emergency_minus_protected,0.0988409247035247,-0.345538728854763,-0.0175542857142855,-0.184319999999998
16094249,response_no_emergency_minus_protected,0.117631457274581,-0.378545980160764,-0.0231131428571426,-0.242687999999997
16094250,response_no_emergency_minus_protected,0.121979259856053,-0.360355709138199,-0.023405714285714,-0.245759999999997
16094201,normal_closure_minus_periodic,0.0521058246670054,-0.0257553788140616,-0.104844190476189,-1.22572799999999
16094202,normal_closure_minus_periodic,0.0389212562524242,-0.00986435113544482,-0.10346057142857,-1.22572799999999
16094203,normal_closure_minus_periodic,0.043228658976724,-0.0347384336008112,-0.10550857142857,-1.22572799999999
16094204,normal_closure_minus_periodic,0.0444553915566257,-0.0298769529283733,-0.105337904761903,-1.22572799999999
16094205,normal_closure_minus_periodic,0.0447321623511426,-0.0167278363375905,-0.102607238095237,-1.22879999999999
16094206,normal_closure_minus_periodic,0.0428332360162612,-0.019072973429465,-0.105039238095237,-1.22572799999999
16094207,normal_closure_minus_periodic,0.0389693679698984,-0.0313462199118348,-0.103777523809522,-1.22572799999999
16094208,normal_closure_minus_periodic,0.0438374214585533,-0.0256313709670524,-0.106051047619046,-1.22572799999999
16094209,normal_closure_minus_periodic,0.0427204391171357,-0.0556843724610696,-0.106684952380951,-1.22572799999999
16094210,normal_closure_minus_periodic,0.0542952746629288,-0.0200075435809199,-0.114687999999999,-1.22879999999999
16094211,normal_closure_minus_periodic,0.0345662064597615,-0.00586896757797084,-0.105465904761903,-1.22572799999999
16094212,normal_closure_minus_periodic,0.0448086782820548,-0.0424217483175291,-0.105819428571427,-1.22572799999999
16094213,normal_closure_minus_periodic,0.0421806078195519,-0.030515362138404,-0.105203809523808,-1.22572799999999
16094214,normal_closure_minus_periodic,0.0374754241071005,-0.0068364660262632,-0.104947809523808,-1.22879999999999
16094215,normal_closure_minus_periodic,0.0408547533660541,-0.0385973656996701,-0.10460038095238,-1.22879999999999
16094216,normal_closure_minus_periodic,0.0373225121340163,-0.0318140660434545,-0.105539047619046,-1.22572799999999
16094217,normal_closure_minus_periodic,0.0361017653815089,-0.0435430143182796,-0.102954666666665,-1.22572799999999
16094218,normal_closure_minus_periodic,0.0497515058945779,-0.0227508599171908,-0.104643047619046,-1.22572799999999
16094219,normal_closure_minus_periodic,0.0459867066150782,-0.0171260892260661,-0.105033142857142,-1.22879999999999
16094220,normal_closure_minus_periodic,0.0564892597672761,-0.0811081202656245,-0.104551619047618,-1.22572799999999
16094221,normal_closure_minus_periodic,0.036037885676532,-0.0302150316407885,-0.106227809523808,-1.22879999999999
16094222,normal_closure_minus_periodic,0.0407355811701301,-0.0232266678325423,-0.104966095238094,-1.22572799999999
16094223,normal_closure_minus_periodic,0.0420270446614946,-0.0134092197513647,-0.106636190476189,-1.22572799999999
16094224,normal_closure_minus_periodic,0.0448010125639118,-0.0297349208569126,-0.105307428571427,-1.22572799999999
16094225,normal_closure_minus_periodic,0.0392398394278235,-0.0157915029054692,-0.105734095238094,-1.22572799999999
16094226,normal_closure_minus_periodic,0.0518593058758706,-0.0355161745665,-0.104204190476189,-1.22572799999999
16094227,normal_closure_minus_periodic,0.0463812502686708,-0.0103883234703088,-0.103350857142856,-1.22572799999999
16094228,normal_closure_minus_periodic,0.0518084325359827,0.0119759002251669,-0.107599238095237,-1.22572799999999
16094229,normal_closure_minus_periodic,0.0411565662784207,-0.0313777162096511,-0.104734476190475,-1.22572799999999
16094230,normal_closure_minus_periodic,0.0416324828886602,-0.0484014549206846,-0.104710095238094,-1.22572799999999
16094231,normal_closure_minus_periodic,0.045816493631977,-0.0366114339718395,-0.104929523809523,-1.22572799999999
16094232,normal_closure_minus_periodic,0.0460019982916912,-0.0308537367576138,-0.104582095238094,-1.22572799999999
16094233,normal_closure_minus_periodic,0.0507574028010413,-0.0263927723156019,-0.105343999999999,-1.22572799999999
16094234,normal_closure_minus_periodic,0.041465425910845,-0.0279147359834471,-0.104582095238094,-1.22572799999999
16094235,normal_closure_minus_periodic,0.0445757257890803,-0.0303471467582082,-0.104929523809523,-1.22572799999999
16094236,normal_closure_minus_periodic,0.0371068318165609,-0.0109703099275678,-0.103789714285713,-1.22572799999999
16094237,normal_closure_minus_periodic,0.0494927457838469,-0.0346429934414161,-0.106142476190475,-1.22572799999999
16094238,normal_closure_minus_periodic,0.0441032365440054,-0.0206496951841908,-0.105215999999999,-1.22572799999999
16094239,normal_closure_minus_periodic,0.0411267226030402,-0.0453139015649222,-0.103088761904761,-1.22879999999999
16094240,normal_closure_minus_periodic,0.0400240401780616,-0.0150877901441655,-0.105965714285713,-1.22572799999999
16094241,normal_closure_minus_periodic,0.0352082926771108,-0.0224751945237047,-0.104393142857142,-1.22572799999999
16094242,normal_closure_minus_periodic,0.0461021472263433,-0.0256566788136376,-0.105429333333332,-1.22572799999999
16094243,normal_closure_minus_periodic,0.0422858288977125,-0.0289853399941091,-0.10549638095238,-1.22572799999999
16094244,normal_closure_minus_periodic,0.0444490570514272,-0.0150933358512741,-0.105447619047618,-1.22879999999999
16094245,normal_closure_minus_periodic,0.0416191717355494,-0.0277524131482831,-0.105343999999999,-1.22879999999999
16094246,normal_closure_minus_periodic,0.046984520810291,-0.0330166950807407,-0.106294857142856,-1.22879999999999
16094247,normal_closure_minus_periodic,0.0372897034805146,-0.0319588847417274,-0.105222095238094,-1.22572799999999
16094248,normal_closure_minus_periodic,0.0444602119730829,-0.0243229138934493,-0.106642285714284,-1.22572799999999
16094249,normal_closure_minus_periodic,0.0399452876118651,-0.0286013088162096,-0.105612190476189,-1.22572799999999
16094250,normal_closure_minus_periodic,0.0445527947984311,-0.0492263208608603,-0.105362285714284,-1.22572799999999
