seed,scenario,scenarioLabel,condition,conditionLabel,conditionKind,N,BASE_TRACE_HASH_EXACT,CONDITION_TRACE_HASH_EXACT,CONFIG_HASH,SCHEDULE_STATE_HASH,WITNESS_HASH_EXACT,CONFLICT_EDGES,HIDDEN_CONFLICT_EDGES,MAX_WITNESS_LOAD,FINAL_ALL_CERTIFIED,FIRST_ALL_CERTIFIED_FRAME,CERTIFIED_NODE_FRAME_FRACTION,FALSE_VALID_EDGE_FRAMES,SCHEDULED_COLLISION_FRAMES,FALLBACK_COLLISION_FRAMES,CLAIM_ATTEMPTS,CERTIFICATE_ATTEMPTS,CONTROL_ATTEMPTS,CONTROL_ATTEMPT_BOUND,CONTROL_ATTEMPT_BOUND_RATIO,CLAIM_BYTES,NOMINAL_CONTROL_ATTEMPT_BOUND,CERTIFICATE_BYTES,CONTROL_BYTES,CONTROL_BYTE_BOUND,CONTROL_BYTE_BOUND_RATIO,NOMINAL_CONTROL_BYTE_BOUND,CERTIFICATE_ENTRIES_ATTEMPTED,RESPONSE_ENTRIES_ATTEMPTED,RETRY_CLAIM_ATTEMPTS,LOCAL_CERTIFICATE_ENTRIES,CERTIFICATE_WITHOUT_FRESH_CLAIMS,MANAGEMENT_RECIPIENT_ATTEMPTS,MANAGEMENT_RECIPIENT_SUCCESS,MANAGEMENT_RECIPIENT_ERASURE,MANAGEMENT_RECIPIENT_COLLISION,SCHEDULED_ATTEMPTS,FALLBACK_ATTEMPTS,SCHEDULED_RECIPIENT_ATTEMPTS,SCHEDULED_RECIPIENT_SUCCESS,SCHEDULED_RECIPIENT_ERASURE,SCHEDULED_RECIPIENT_COLLISION,FALLBACK_RECIPIENT_ATTEMPTS,FALLBACK_RECIPIENT_SUCCESS,FALLBACK_RECIPIENT_ERASURE,FALLBACK_RECIPIENT_COLLISION,MAX_FALLBACK_ATTEMPTS_PER_NODE_FRAME,BLACKOUT_OWNER,BLACKOUT_CLIENT,BLACKOUT_WITNESS,BLACKOUT_CLIENT_FINAL_ACTIVE,ACCOUNTING_CLOSES,FUTURE_RANDOM_READS,RECEIVER_TRUTH_READS,retryMode,CUMULATIVE_RECEIPT_RETRY,CLAIM_TRANSACTION_STARTS,FINAL_OPEN_CLAIM_TRANSACTIONS,BACKGROUND_LOAD,BACKGROUND_TRACE_HASH_EXACT,BACKGROUND_OVERLAY_HASH_EXACT,BACKGROUND_POTENTIAL_HITS,geometryIndex,networkIndex,BASE_GEOMETRY_HASH,DATA_NEIGHBOR_GRAPH_HASH,MANAGEMENT_GRAPH_HASH,SELECTOR_HASH_EXACT,SELECTED_HORIZON_SEC,SELECTED_HORIZON_INDEX,SELECTED_CONFLICT_EDGES,SELECTED_HIDDEN_EDGES,COHERENCE_ENABLED,COHERENCE_ADMISSIBLE,COHERENCE_HORIZON_FRAMES,RENEWAL_PERIOD_FRAMES,LEASE_FRAMES,CLAIM_PACKET_BYTES,CERTIFICATE_HEADER_BYTES,CERTIFICATE_ENTRY_BYTES,REVOKE_PACKET_BYTES,MAX_RESPONSE_PACKET_BYTES,PACKET_MTU_VIOLATIONS,BLACKOUT_APPLIED,SELF_REVOCATIONS,REVOKE_ATTEMPTS,REVOKE_BYTES,geometryCondition,networkCondition,bindingReason
16079001,mobile-limited-low,mobile-limited-low,iid-occupancy15,iid-occupancy15,iid-occupancy15,5,30302262046,21757357625,32398576,16471104,36640,1,0,1,1,2,0.9995,0,0,0,72,23,95,2400,0.0395833333333333,2016,72,598,2614,66400,0.0393674698795181,1992,23,23,12,0,0,59,39,20,0,1999,1,799,439,360,0,1,0,1,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,60,0,0.15,31622911654,1257440,3506,2,5,39577305,2478,2478,4914091,2,4,1,0,1,1,43,36,43,28,16,10,24,26,0,0,0,0,0,mobile-limited-low,iid-occupancy15,admissible
16079001,mobile-limited-low,mobile-limited-low,directed-response-blackout,directed-response-blackout,directed-response-blackout,5,30302262046,25461288716,32398576,15728455,36640,1,0,1,0,NaN,0.8,0,0,0,448,400,848,2400,0.353333333333333,12544,72,10400,22944,66400,0.345542168674699,1992,400,400,399,0,0,812,412,400,0,1600,143,400,400,0,0,143,143,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,49,1,0,31622911654,NaN,0,2,6,39577305,2478,2478,4914091,2,4,1,0,1,1,43,36,43,28,16,10,24,26,0,1,0,0,0,mobile-limited-low,directed-response-blackout,admissible
16079001,mobile-limited-high,mobile-limited-high,zero,zero,zero,5,30302262046,30302262046,32664810,16473960,36640,1,0,1,1,1,1,0,0,0,145,29,174,2400,0.0725,4060,174,754,4814,66400,0.0725,4814,29,29,0,0,0,87,87,0,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,145,0,0,31622911654,NaN,0,3,1,39577305,2478,2478,5661093,1,3,1,0,1,1,21,14,21,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,zero,admissible
16079001,mobile-limited-high,mobile-limited-high,claim-iid5,claim-iid5,claim-iid5,5,30302262046,30302262046,33050375,16473960,36640,1,0,1,1,1,1,0,0,0,145,29,174,2400,0.0725,4060,174,754,4814,66400,0.0725,4814,29,29,0,0,0,87,86,1,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,145,0,0,31622911654,NaN,0,3,2,39577305,2478,2478,5661093,1,3,1,0,1,1,21,14,21,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,claim-iid5,admissible
16079001,mobile-limited-high,mobile-limited-high,response-iid5,response-iid5,response-iid5,5,30302262046,30302262046,33050375,16473960,36640,1,0,1,1,1,1,0,0,0,148,32,180,2400,0.075,4144,174,832,4976,66400,0.0749397590361446,4814,32,32,3,0,0,93,90,3,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,145,0,0,31622911654,NaN,0,3,3,39577305,2478,2478,5661093,1,3,1,0,1,1,21,14,21,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,response-iid5,admissible
16079001,mobile-limited-high,mobile-limited-high,joint-control-iid5,joint-control-iid5,joint-control-iid5,5,30302262046,30302262046,33435940,16473960,36640,1,0,1,1,1,1,0,0,0,148,32,180,2400,0.075,4144,174,832,4976,66400,0.0749397590361446,4814,32,32,3,0,0,93,89,4,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,145,0,0,31622911654,NaN,0,3,4,39577305,2478,2478,5661093,1,3,1,0,1,1,21,14,21,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,joint-control-iid5,admissible
16079001,mobile-limited-high,mobile-limited-high,iid-occupancy15,iid-occupancy15,iid-occupancy15,5,30302262046,21757357625,32664810,16472331,36640,1,0,1,1,2,0.9995,0,0,0,161,42,203,2400,0.0845833333333333,4508,174,1092,5600,66400,0.0843373493975904,4814,42,42,16,0,0,116,90,26,0,1999,1,799,439,360,0,1,0,1,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,145,0,0.15,31622911654,1257440,3506,3,5,39577305,2478,2478,5661093,1,3,1,0,1,1,21,14,21,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,iid-occupancy15,admissible
16079001,mobile-limited-high,mobile-limited-high,directed-response-blackout,directed-response-blackout,directed-response-blackout,5,30302262046,25461288716,32664810,15729747,36640,1,0,1,0,NaN,0.8,0,0,0,516,400,916,2400,0.381666666666667,14448,174,10400,24848,66400,0.37421686746988,4814,400,400,399,0,0,829,429,400,0,1600,143,400,400,0,0,143,143,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,117,1,0,31622911654,NaN,0,3,6,39577305,2478,2478,5661093,1,3,1,0,1,1,21,14,21,28,16,10,24,26,0,1,0,0,0,mobile-limited-high,directed-response-blackout,admissible
16079001,static-wide-low,static-wide-low,zero,zero,zero,10,113203132088,113203132088,33913396,66363255,611958,4,0,1,1,1,1,0,0,0,60,24,84,5600,0.015,1680,84,624,2304,153600,0.015,2304,24,24,0,0,0,756,756,0,0,4000,0,3200,3200,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,60,0,0,31570493169,NaN,0,1,1,62628448,36484,40685,4438506,6.8,6,4,0,1,1,78,71,78,28,16,10,24,26,0,0,0,0,0,static-wide-low,zero,admissible
16079001,static-wide-low,static-wide-low,claim-iid5,claim-iid5,claim-iid5,10,113203132088,113203132088,34298961,66363255,611958,4,0,1,1,1,1,0,0,0,61,25,86,5600,0.0153571428571429,1708,84,650,2358,153600,0.0153515625,2304,25,25,1,0,0,774,747,27,0,4000,0,3200,3200,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,60,0,0,31570493169,NaN,0,1,2,62628448,36484,40685,4438506,6.8,6,4,0,1,1,78,71,78,28,16,10,24,26,0,0,0,0,0,static-wide-low,claim-iid5,admissible
16079001,static-wide-low,static-wide-low,response-iid5,response-iid5,response-iid5,10,113203132088,113203132088,34298961,66363255,611958,4,0,1,1,1,1,0,0,0,62,26,88,5600,0.0157142857142857,1736,84,676,2412,153600,0.015703125,2304,26,26,2,0,0,792,784,8,0,4000,0,3200,3200,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,60,0,0,31570493169,NaN,0,1,3,62628448,36484,40685,4438506,6.8,6,4,0,1,1,78,71,78,28,16,10,24,26,0,0,0,0,0,static-wide-low,response-iid5,admissible
16079001,static-wide-low,static-wide-low,joint-control-iid5,joint-control-iid5,joint-control-iid5,10,113203132088,113203132088,34684526,66363255,611958,4,0,1,1,1,1,0,0,0,63,27,90,5600,0.0160714285714286,1764,84,702,2466,153600,0.0160546875,2304,27,27,3,0,0,810,774,36,0,4000,0,3200,3200,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,60,0,0,31570493169,NaN,0,1,4,62628448,36484,40685,4438506,6.8,6,4,0,1,1,78,71,78,28,16,10,24,26,0,0,0,0,0,static-wide-low,joint-control-iid5,admissible
16079001,static-wide-low,static-wide-low,iid-occupancy15,iid-occupancy15,iid-occupancy15,10,113203132088,78231555279,33913396,66353128,611958,4,0,1,1,3,0.999,0,0,0,90,46,136,5600,0.0242857142857143,2520,84,1196,3716,153600,0.0241927083333333,2304,44,46,28,0,0,1224,936,288,0,3996,0,3196,1722,1474,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,62,0,0.15,31570493169,437384,7149,1,5,62628448,36484,40685,4438506,6.8,6,4,0,1,1,78,71,78,28,16,10,24,26,0,0,0,0,0,static-wide-low,iid-occupancy15,admissible
16079001,static-wide-low,static-wide-low,directed-response-blackout,directed-response-blackout,directed-response-blackout,10,113203132088,93843450082,33913396,65906171,611958,4,0,1,0,NaN,0.9,0,0,0,454,418,872,5600,0.155714285714286,12712,84,10868,23580,153600,0.153515625,2304,418,418,399,0,0,7848,7448,400,0,3600,83,2800,2800,0,0,83,83,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,55,1,0,31570493169,NaN,0,1,6,62628448,36484,40685,4438506,6.8,6,4,0,1,1,78,71,78,28,16,10,24,26,0,1,0,0,0,static-wide-low,directed-response-blackout,admissible
16079001,mobile-limited-low,mobile-limited-low,zero,zero,zero,10,113203132088,113203132088,33108312,66415361,581874,4,0,1,1,1,1,0,0,0,1000,400,1400,5600,0.25,28000,1400,10400,38400,153600,0.25,38400,400,400,0,0,0,1200,1200,0,0,4000,0,3200,3200,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,1000,0,0,31570493169,NaN,0,2,1,62628448,36484,36484,4400755,1,3,4,0,1,1,11,4,11,28,16,10,24,26,0,0,0,0,0,mobile-limited-low,zero,admissible
16079001,mobile-limited-low,mobile-limited-low,claim-iid5,claim-iid5,claim-iid5,10,113203132088,113203132088,33493877,66415361,581874,4,0,1,1,1,1,0,0,0,1023,423,1446,5600,0.258214285714286,28644,1400,10998,39642,153600,0.2580859375,38400,423,423,23,0,0,1246,1207,39,0,4000,0,3200,3200,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,1000,0,0,31570493169,NaN,0,2,2,62628448,36484,36484,4400755,1,3,4,0,1,1,11,4,11,28,16,10,24,26,0,0,0,0,0,mobile-limited-low,claim-iid5,admissible
16079001,mobile-limited-low,mobile-limited-low,response-iid5,response-iid5,response-iid5,10,113203132088,113203132088,33493877,66415361,581874,4,0,1,1,1,1,0,0,0,1025,425,1450,5600,0.258928571428571,28700,1400,11050,39750,153600,0.2587890625,38400,425,425,25,0,0,1250,1225,25,0,4000,0,3200,3200,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,1000,0,0,31570493169,NaN,0,2,3,62628448,36484,36484,4400755,1,3,4,0,1,1,11,4,11,28,16,10,24,26,0,0,0,0,0,mobile-limited-low,response-iid5,admissible
16079001,mobile-limited-low,mobile-limited-low,joint-control-iid5,joint-control-iid5,joint-control-iid5,10,113203132088,113203132088,33879442,66415361,581874,4,0,1,1,1,1,0,0,0,1050,450,1500,5600,0.267857142857143,29400,1400,11700,41100,153600,0.267578125,38400,450,450,50,0,0,1300,1234,66,0,4000,0,3200,3200,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,1000,0,0,31570493169,NaN,0,2,4,62628448,36484,36484,4400755,1,3,4,0,1,1,11,4,11,28,16,10,24,26,0,0,0,0,0,mobile-limited-low,joint-control-iid5,admissible
16079001,mobile-limited-low,mobile-limited-low,iid-occupancy15,iid-occupancy15,iid-occupancy15,10,113203132088,78190654417,33108312,66404110,581874,4,0,1,1,3,0.999,0,0,0,1261,622,1883,5600,0.33625,35308,1400,16172,51480,153600,0.33515625,38400,620,622,274,0,0,1683,1232,451,0,3996,0,3196,1722,1474,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,987,0,0.15,31570493169,385319,7160,2,5,62628448,36484,36484,4400755,1,3,4,0,1,1,11,4,11,28,16,10,24,26,0,0,0,0,0,mobile-limited-low,iid-occupancy15,admissible
16079001,mobile-limited-low,mobile-limited-low,directed-response-blackout,directed-response-blackout,directed-response-blackout,10,113203132088,93843450082,33108312,65953413,581874,4,0,1,0,NaN,0.9,0,0,0,1300,700,2000,5600,0.357142857142857,36400,1400,18200,54600,153600,0.35546875,38400,700,700,399,0,0,1800,1400,400,0,3600,83,2800,2800,0,0,83,83,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,901,1,0,31570493169,NaN,0,2,6,62628448,36484,36484,4400755,1,3,4,0,1,1,11,4,11,28,16,10,24,26,0,1,0,0,0,mobile-limited-low,directed-response-blackout,admissible
16079001,mobile-limited-high,mobile-limited-high,zero,zero,zero,10,113203132088,113203132088,33419762,57168250,565434,0,0,0,0,NaN,0,0,0,0,0,0,0,4000,0,0,310,0,0,112000,0,8680,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,544,544,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,0,0,0,31570493169,NaN,0,3,1,62628448,36484,36484,5680431,0.25,1,4,0,1,0,0,13,20,28,16,10,24,0,0,0,0,0,0,mobile-limited-high,zero,horizon-shorter-than-renewal-slack
16079001,mobile-limited-high,mobile-limited-high,claim-iid5,claim-iid5,claim-iid5,10,113203132088,113203132088,33805327,57168250,565434,0,0,0,0,NaN,0,0,0,0,0,0,0,4000,0,0,310,0,0,112000,0,8680,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,544,544,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,0,0,0,31570493169,NaN,0,3,2,62628448,36484,36484,5680431,0.25,1,4,0,1,0,0,13,20,28,16,10,24,0,0,0,0,0,0,mobile-limited-high,claim-iid5,horizon-shorter-than-renewal-slack
16079001,mobile-limited-high,mobile-limited-high,response-iid5,response-iid5,response-iid5,10,113203132088,113203132088,33805327,57168250,565434,0,0,0,0,NaN,0,0,0,0,0,0,0,4000,0,0,310,0,0,112000,0,8680,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,544,544,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,0,0,0,31570493169,NaN,0,3,3,62628448,36484,36484,5680431,0.25,1,4,0,1,0,0,13,20,28,16,10,24,0,0,0,0,0,0,mobile-limited-high,response-iid5,horizon-shorter-than-renewal-slack
16079001,mobile-limited-high,mobile-limited-high,joint-control-iid5,joint-control-iid5,joint-control-iid5,10,113203132088,113203132088,34190892,57168250,565434,0,0,0,0,NaN,0,0,0,0,0,0,0,4000,0,0,310,0,0,112000,0,8680,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,544,544,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,0,0,0,31570493169,NaN,0,3,4,62628448,36484,36484,5680431,0.25,1,4,0,1,0,0,13,20,28,16,10,24,0,0,0,0,0,0,mobile-limited-high,joint-control-iid5,horizon-shorter-than-renewal-slack
16079001,mobile-limited-high,mobile-limited-high,iid-occupancy15,iid-occupancy15,iid-occupancy15,10,113203132088,80050835138,33419762,57168250,565434,0,0,0,0,NaN,0,0,0,0,0,0,0,4000,0,0,310,0,0,112000,0,8680,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,544,299,245,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,0,0,0.15,31570493169,481036,6781,3,5,62628448,36484,36484,5680431,0.25,1,4,0,1,0,0,13,20,28,16,10,24,0,0,0,0,0,0,mobile-limited-high,iid-occupancy15,horizon-shorter-than-renewal-slack
16079001,mobile-limited-high,mobile-limited-high,directed-response-blackout,directed-response-blackout,directed-response-blackout,10,113203132088,113203132088,33419762,57168250,565434,0,0,0,0,NaN,0,0,0,0,0,0,0,4000,0,0,310,0,0,112000,0,8680,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,544,544,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,0,0,0,31570493169,NaN,0,3,6,62628448,36484,36484,5680431,0.25,1,4,0,1,0,0,13,20,28,16,10,24,0,0,0,0,0,0,mobile-limited-high,directed-response-blackout,horizon-shorter-than-renewal-slack
